Month,Month Number,Month Name,Year,Branch Name,Branch,Material Category,Material Type,Materials,Checkouts,Renewals,Transactions
11/01/2018 12:00:00 AM,11,Nov,2018,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,20,31,51
11/01/2018 12:00:00 AM,11,Nov,2018,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,120,0,120
11/01/2018 12:00:00 AM,11,Nov,2018,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,1,3,4
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Audio CD,Physical,Audio CD,133,131,264
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Audio CD,Physical,Audio Kit,6,8,14
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Audio CD,Physical,Playaway,33,29,62
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Book,Physical,Board Book,20,37,57
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Book,Physical,Book,2299,2079,4378
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Book,Physical,Bookclub kit,4,0,4
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Book,Physical,Express Check Out,72,0,72
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,DVD,Physical,DVD,497,503,1000
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,InterLibrary Loan,Physical,ILL,13,0,13
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Magazine,Physical,Periodical,9,0,9
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Culture Pass,83,0,83
11/01/2018 12:00:00 AM,11,Nov,2018,Mesa Express Library,MEL,Stuffbrary,Physical,Equipment,3,0,3
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Audio CD,Physical,Audio CD,746,623,1369
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Audio CD,Physical,Audio Kit,96,65,161
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Audio CD,Physical,Audio Tape,0,1,1
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Audio CD,Physical,Playaway,146,193,339
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Book,Physical,Board Book,535,507,1042
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Book,Physical,Book,18465,21464,39929
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Book,Physical,Book Bucket,1,0,1
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Book,Physical,Bookclub kit,5,1,6
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Book,Physical,Braille,3,0,3
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Book,Physical,Express Check Out,125,0,125
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,DVD,Physical,DVD,9714,8289,18003
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,InterLibrary Loan,Physical,ILL,77,1,78
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Magazine,Physical,Periodical,117,111,228
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Stuffbrary,Physical,Culture Pass,222,3,225
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Stuffbrary,Physical,Equipment,11,5,16
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Stuffbrary,Physical,Stuffbrary,6,0,6
11/01/2018 12:00:00 AM,11,Nov,2018,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),142,0,142
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,1471,1216,2687
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,74,66,140
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Audio CD,Physical,Audio Tape,2,1,3
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Audio CD,Physical,Playaway,370,273,643
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Book,Physical,Board Book,489,455,944
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Book,Physical,Book,27854,26062,53916
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Book,Physical,Bookclub kit,15,4,19
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Book,Physical,Braille,1,0,1
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Book,Physical,Express Check Out,210,0,210
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,DVD,Physical,DVD,9253,6865,16118
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,65,0,65
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Magazine,Physical,Periodical,212,208,420
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,146,1,147
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,2,2,4
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary,1,0,1
11/01/2018 12:00:00 AM,11,Nov,2018,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),72,0,72
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,285,274,559
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,6,13,19
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,69,87,156
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Book,Physical,Board Book,189,174,363
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Book,Physical,Book,7946,9181,17127
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Book,Physical,Express Check Out,70,3,73
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,DVD,Physical,DVD,3000,2171,5171
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,22,1,23
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,69,62,131
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,121,0,121
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,2,0,2
11/01/2019 12:00:00 AM,11,Nov,2019,Dobson Ranch Branch,DR,Stuffbrary,Physical,Stuffbrary,2,0,2
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Audio CD,Physical,Audio CD,587,605,1192
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Audio CD,Physical,Audio Kit,54,63,117
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Audio CD,Physical,Audio Tape,0,2,2
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Audio CD,Physical,Playaway,133,105,238
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Blu-ray,Physical,Blu-ray,15,0,15
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Book,Physical,Board Book,542,694,1236
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Book,Physical,Book,18167,20961,39128
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Book,Physical,Bookclub kit,11,0,11
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Book,Physical,Express Check Out,447,16,463
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,DVD,Physical,DVD,8110,6811,14921
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,InterLibrary Loan,Physical,ILL,70,0,70
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Magazine,Physical,Periodical,106,97,203
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Stuffbrary,Physical,Culture Pass,209,0,209
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Stuffbrary,Physical,Equipment,2,3,5
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Stuffbrary,Physical,Stuffbrary,9,0,9
11/01/2019 12:00:00 AM,11,Nov,2019,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),209,0,209
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,1488,1184,2672
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,46,45,91
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Audio CD,Physical,Playaway,305,234,539
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Book,Physical,Board Book,616,584,1200
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Book,Physical,Book,29696,28711,58407
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Book,Physical,Bookclub kit,15,1,16
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Book,Physical,Braille,1,0,1
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Book,Physical,Express Check Out,325,2,327
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,DVD,Physical,DVD,9601,7093,16694
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,86,1,87
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Magazine,Physical,Periodical,256,212,468
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,181,0,181
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,5,1,6
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary,2,0,2
11/01/2019 12:00:00 AM,11,Nov,2019,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),116,0,116
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,,Physical,TakeMake (Quick-circ),172,0,172
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,61,59,120
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,1,25,26
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Tape,0,2,2
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,19,18,37
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Blu-ray,Physical,Blu-ray,17,16,33
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Book,Physical,Board Book,63,37,100
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Book,Physical,Book,2328,2697,5025
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Book,Physical,Bookclub kit,0,1,1
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,DVD,Physical,DVD,394,391,785
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,0,22,22
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,1,2,3
11/01/2020 12:00:00 AM,11,Nov,2020,Dobson Ranch Branch,DR,Stuffbrary,Physical,Stuffbrary (Quick-circ),26,0,26
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,,Physical,TakeMake (Quick-circ),98,0,98
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Audio CD,Physical,Audio CD,125,159,284
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Audio CD,Physical,Audio Kit,2,6,8
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Audio CD,Physical,Playaway,20,16,36
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Blu-ray,Physical,Blu-ray,177,246,423
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Book,Physical,Board Book,153,91,244
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Book,Physical,Book,5250,6786,12036
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Book,Physical,Book Bucket,4,4,8
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Book,Physical,Bookclub kit,4,2,6
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Book,Physical,Express Check Out,1,0,1
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,DVD,Physical,DVD,890,1195,2085
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Magazine,Physical,Periodical,2,0,2
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Stuffbrary,Physical,Equipment,2,1,3
11/01/2020 12:00:00 AM,11,Nov,2020,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),6,0,6
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,,Physical,TakeMake (Quick-circ),81,0,81
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,243,254,497
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,6,10,16
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Audio CD,Physical,Playaway,74,47,121
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Blu-ray,Physical,Blu-ray,29,79,108
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Book,Physical,Board Book,167,152,319
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Book,Physical,Book,7591,8856,16447
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Book,Physical,Bookclub kit,7,0,7
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,DVD,Physical,DVD,973,993,1966
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Magazine,Physical,Periodical,14,86,100
11/01/2020 12:00:00 AM,11,Nov,2020,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),2,0,2
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,,Physical,TakeMake (Quick-circ),229,0,229
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,87,127,214
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,13,10,23
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,11,15,26
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Blu-ray,Physical,Blu-ray,289,191,480
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Book,Physical,Board Book,409,399,808
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Book,Physical,Book,7614,9074,16688
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,DVD,Physical,DVD,997,1113,2110
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,4,0,4
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,37,22,59
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,244,0,244
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,2,1,3
11/01/2021 12:00:00 AM,11,Nov,2021,Dobson Ranch Branch,DR,Stuffbrary,Physical,Stuffbrary,3,0,3
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,,Physical,BINAX (Quick-circ),1,0,1
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,,Physical,TakeMake (Quick-circ),110,0,110
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Audio CD,Physical,Audio CD,177,209,386
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Audio CD,Physical,Audio Kit,5,15,20
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Audio CD,Physical,Audio Tape,0,1,1
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Audio CD,Physical,Playaway,65,47,112
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Blu-ray,Physical,Blu-ray,290,259,549
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Book,Physical,Board Book,181,368,549
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Book,Physical,Book,8668,11463,20131
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Book,Physical,Book Bucket,0,2,2
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Book,Physical,Bookclub kit,3,1,4
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,DVD,Physical,DVD,2574,3100,5674
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,InterLibrary Loan,Physical,ILL,37,0,37
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Magazine,Physical,Periodical,59,80,139
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Stuffbrary,Physical,Culture Pass,96,1,97
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Stuffbrary,Physical,Equipment,2,0,2
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Stuffbrary,Physical,Stuffbrary,6,0,6
11/01/2021 12:00:00 AM,11,Nov,2021,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),173,0,173
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,,Physical,TakeMake (Quick-circ),169,0,169
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,520,549,1069
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,75,77,152
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Audio CD,Physical,Audio Tape,2,0,2
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Audio CD,Physical,Playaway,240,174,414
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Blu-ray,Physical,Blu-ray,437,358,795
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Book,Physical,Board Book,1070,1311,2381
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Book,Physical,Book,28358,28157,56515
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Book,Physical,Bookclub kit,13,0,13
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Book,Physical,Express Check Out,1,0,1
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,DVD,Physical,DVD,4314,3883,8197
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,27,0,27
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Magazine,Physical,Periodical,167,143,310
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,116,0,116
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,1,2,3
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary,9,0,9
11/01/2021 12:00:00 AM,11,Nov,2021,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),94,0,94
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,302,420,722
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Audio CD,Physical,Audio Kit,20,25,45
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Audio CD,Physical,Playaway,104,170,274
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Book,Physical,Board Book,129,246,375
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Book,Physical,Book,7073,9149,16222
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Book,Physical,Bookclub kit,1,0,1
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Book,Physical,Express Check Out,81,0,81
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,DVD,Physical,DVD,3723,2695,6418
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,InterLibrary Loan,Physical,ILL,35,0,35
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Magazine,Physical,Periodical,31,29,60
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Stuffbrary,Physical,Culture Pass,117,1,118
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Stuffbrary,Physical,Equipment,2,2,4
12/01/2017 12:00:00 AM,12,Dec,2017,Dobson Ranch Branch,DR,Stuffbrary,Physical,Stuffbrary,1,0,1
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Audio CD,Physical,Audio CD,189,153,342
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Audio CD,Physical,Audio Kit,2,2,4
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Audio CD,Physical,Playaway,19,42,61
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Book,Physical,Board Book,45,26,71
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Book,Physical,Book,2610,2451,5061
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Book,Physical,Bookclub kit,4,0,4
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Book,Physical,Express Check Out,90,0,90
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,DVD,Physical,DVD,829,505,1334
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,InterLibrary Loan,Physical,ILL,14,0,14
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Stuffbrary,Physical,Culture Pass,74,0,74
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Stuffbrary,Physical,Equipment,5,0,5
12/01/2017 12:00:00 AM,12,Dec,2017,Mesa Express Library,MEL,Stuffbrary,Physical,Stuffbrary,2,0,2
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,,Physical,Map,1,0,1
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Audio CD,Physical,Audio CD,782,861,1643
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Audio CD,Physical,Audio Kit,47,32,79
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Audio CD,Physical,Audio Tape,1,3,4
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Audio CD,Physical,Playaway,152,183,335
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Book,Physical,Board Book,306,523,829
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Book,Physical,Book,16170,22890,39060
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Book,Physical,Book Bucket,0,1,1
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Book,Physical,Bookclub kit,4,0,4
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Book,Physical,Braille,0,2,2
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Book,Physical,Express Check Out,144,2,146
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,DVD,Physical,DVD,10968,8383,19351
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,InterLibrary Loan,Physical,ILL,149,2,151
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Magazine,Physical,Periodical,143,118,261
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Stuffbrary,Physical,Culture Pass,178,8,186
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Stuffbrary,Physical,Equipment,5,3,8
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Stuffbrary,Physical,Stuffbrary,2,0,2
12/01/2017 12:00:00 AM,12,Dec,2017,Main Library,MN,Stuffbrary,Physical,Stuffbrary (Quick-circ),137,0,137
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Audio CD,Physical,Audio CD,1651,1496,3147
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Audio CD,Physical,Audio Kit,82,70,152
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Audio CD,Physical,Audio Tape,1,2,3
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Audio CD,Physical,Playaway,470,434,904
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Book,Physical,Board Book,273,383,656
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Book,Physical,Book,25454,28373,53827
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Book,Physical,Bookclub kit,10,0,10
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Book,Physical,Express Check Out,209,8,217
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,DVD,Physical,DVD,10414,6897,17311
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,InterLibrary Loan,Physical,ILL,145,1,146
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Magazine,Physical,Periodical,268,126,394
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Stuffbrary,Physical,Culture Pass,193,2,195
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Stuffbrary,Physical,Equipment,9,3,12
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary,1,0,1
12/01/2017 12:00:00 AM,12,Dec,2017,Red Mountain Branch,RM,Stuffbrary,Physical,Stuffbrary (Quick-circ),39,0,39
12/01/2018 12:00:00 AM,12,Dec,2018,Dobson Ranch Branch,DR,Audio CD,Physical,Audio CD,287,364,651
